nb_calls,year,month,day,weekday,hour
155,2010,4,11,Sunday,11
121,2010,4,11,Sunday,13
159,2010,4,11,Sunday,14
167,2010,4,11,Sunday,15
213,2010,4,11,Sunday,16
157,2010,4,11,Sunday,17
107,2010,4,11,Sunday,18
90,2010,4,11,Sunday,19
70,2010,4,11,Sunday,20
76,2010,4,11,Sunday,21
56,2010,4,11,Sunday,22
43,2010,4,11,Sunday,23
136,2010,4,12,Monday,0
4,2010,4,12,Monday,1
1,2010,4,12,Monday,2
1,2010,4,12,Monday,3
1,2010,4,12,Monday,5
1,2010,4,12,Monday,6
45,2010,4,12,Monday,7
103,2010,4,12,Monday,8
120,2010,4,12,Monday,9
172,2010,4,12,Monday,10
159,2010,4,12,Monday,11
136,2010,4,12,Monday,13
134,2010,4,12,Monday,14
131,2010,4,12,Monday,15
117,2010,4,12,Monday,16
109,2010,4,12,Monday,17
110,2010,4,12,Monday,18
103,2010,4,12,Monday,19
68,2010,4,12,Monday,20
87,2010,4,12,Monday,21
75,2010,4,12,Monday,22
53,2010,4,12,Monday,23
150,2010,4,13,Tuesday,0
1,2010,4,13,Tuesday,4
5,2010,4,13,Tuesday,6
36,2010,4,13,Tuesday,7
97,2010,4,13,Tuesday,8
124,2010,4,13,Tuesday,9
161,2010,4,13,Tuesday,10
130,2010,4,13,Tuesday,11
154,2010,4,13,Tuesday,13
140,2010,4,13,Tuesday,14
131,2010,4,13,Tuesday,15
144,2010,4,13,Tuesday,16
118,2010,4,13,Tuesday,17
80,2010,4,13,Tuesday,18
69,2010,4,13,Tuesday,19
77,2010,4,13,Tuesday,20
75,2010,4,13,Tuesday,21
51,2010,4,13,Tuesday,22
50,2010,4,13,Tuesday,23
127,2010,4,14,Wednesday,0
2,2010,4,14,Wednesday,1
2,2010,4,14,Wednesday,4
1,2010,4,14,Wednesday,5
2,2010,4,14,Wednesday,6
34,2010,4,14,Wednesday,7
81,2010,4,14,Wednesday,8
105,2010,4,14,Wednesday,9
145,2010,4,14,Wednesday,10
140,2010,4,14,Wednesday,11
98,2010,4,14,Wednesday,13
121,2010,4,14,Wednesday,14
109,2010,4,14,Wednesday,15
91,2010,4,14,Wednesday,16
81,2010,4,14,Wednesday,17
85,2010,4,14,Wednesday,18
79,2010,4,14,Wednesday,19
56,2010,4,14,Wednesday,20
72,2010,4,14,Wednesday,21
79,2010,4,14,Wednesday,22
49,2010,4,14,Wednesday,23
110,2010,4,15,Thursday,0
2,2010,4,15,Thursday,1
1,2010,4,15,Thursday,3
2,2010,4,15,Thursday,4
2,2010,4,15,Thursday,5
5,2010,4,15,Thursday,6
34,2010,4,15,Thursday,7
77,2010,4,15,Thursday,8
110,2010,4,15,Thursday,9
131,2010,4,15,Thursday,10
113,2010,4,15,Thursday,11
130,2010,4,15,Thursday,13
119,2010,4,15,Thursday,14
105,2010,4,15,Thursday,15
112,2010,4,15,Thursday,16
159,2010,4,15,Thursday,17
107,2010,4,15,Thursday,18
59,2010,4,15,Thursday,19
55,2010,4,15,Thursday,20
43,2010,4,15,Thursday,21
41,2010,4,15,Thursday,22
47,2010,4,15,Thursday,23
117,2010,4,16,Friday,0
1,2010,4,16,Friday,1
3,2010,4,16,Friday,3
2,2010,4,16,Friday,6
25,2010,4,16,Friday,7
84,2010,4,16,Friday,8
78,2010,4,16,Friday,9
91,2010,4,16,Friday,10
82,2010,4,16,Friday,11
55,2010,4,16,Friday,13
26,2010,4,16,Friday,14
18,2010,4,16,Friday,15
11,2010,4,16,Friday,16
6,2010,4,16,Friday,17
2,2010,4,16,Friday,18
2,2010,4,16,Friday,19
1,2010,4,17,Saturday,0
1,2010,4,17,Saturday,9
1,2010,4,17,Saturday,13
4,2010,4,17,Saturday,19
10,2010,4,17,Saturday,20
67,2010,4,17,Saturday,21
73,2010,4,17,Saturday,22
52,2010,4,17,Saturday,23
117,2010,4,18,Sunday,0
6,2010,4,18,Sunday,1
7,2010,4,18,Sunday,6
65,2010,4,18,Sunday,7
108,2010,4,18,Sunday,8
119,2010,4,18,Sunday,9
149,2010,4,18,Sunday,10
121,2010,4,18,Sunday,11
119,2010,4,18,Sunday,13
126,2010,4,18,Sunday,14
143,2010,4,18,Sunday,15
131,2010,4,18,Sunday,16
141,2010,4,18,Sunday,17
71,2010,4,18,Sunday,18
60,2010,4,18,Sunday,19
42,2010,4,18,Sunday,20
42,2010,4,18,Sunday,21
39,2010,4,18,Sunday,22
36,2010,4,18,Sunday,23
93,2010,4,19,Monday,0
5,2010,4,19,Monday,1
2,2010,4,19,Monday,2
2,2010,4,19,Monday,4
2,2010,4,19,Monday,5
1,2010,4,19,Monday,6
33,2010,4,19,Monday,7
87,2010,4,19,Monday,8
88,2010,4,19,Monday,9
113,2010,4,19,Monday,10
114,2010,4,19,Monday,11
106,2010,4,19,Monday,13
141,2010,4,19,Monday,14
115,2010,4,19,Monday,15
102,2010,4,19,Monday,16
84,2010,4,19,Monday,17
67,2010,4,19,Monday,18
44,2010,4,19,Monday,19
48,2010,4,19,Monday,20
52,2010,4,19,Monday,21
58,2010,4,19,Monday,22
35,2010,4,19,Monday,23
72,2010,4,20,Tuesday,0
3,2010,4,20,Tuesday,2
3,2010,4,20,Tuesday,5
14,2010,4,20,Tuesday,6
48,2010,4,20,Tuesday,7
102,2010,4,20,Tuesday,8
77,2010,4,20,Tuesday,9
95,2010,4,20,Tuesday,10
62,2010,4,20,Tuesday,11
76,2010,4,20,Tuesday,13
64,2010,4,20,Tuesday,14
26,2010,4,20,Tuesday,15
30,2010,4,20,Tuesday,16
44,2010,4,20,Tuesday,17
25,2010,4,20,Tuesday,18
18,2010,4,20,Tuesday,19
16,2010,4,20,Tuesday,20
14,2010,4,20,Tuesday,21
22,2010,4,20,Tuesday,22
22,2010,4,20,Tuesday,23
21,2010,4,21,Wednesday,0
1,2010,4,21,Wednesday,1
3,2010,4,21,Wednesday,2
1,2010,4,21,Wednesday,3
1,2010,4,21,Wednesday,5
1,2010,4,21,Wednesday,6
8,2010,4,21,Wednesday,7
18,2010,4,21,Wednesday,8
27,2010,4,21,Wednesday,9
19,2010,4,21,Wednesday,10
21,2010,4,21,Wednesday,11
25,2010,4,21,Wednesday,13
18,2010,4,21,Wednesday,14
12,2010,4,21,Wednesday,15
18,2010,4,21,Wednesday,16
19,2010,4,21,Wednesday,17
23,2010,4,21,Wednesday,18
61,2010,4,21,Wednesday,19
56,2010,4,21,Wednesday,20
49,2010,4,21,Wednesday,21
47,2010,4,21,Wednesday,22
40,2010,4,21,Wednesday,23
151,2010,4,22,Thursday,0
3,2010,4,22,Thursday,1
1,2010,4,22,Thursday,3
1,2010,4,22,Thursday,5
7,2010,4,22,Thursday,6
37,2010,4,22,Thursday,7
101,2010,4,22,Thursday,8
138,2010,4,22,Thursday,9
166,2010,4,22,Thursday,10
150,2010,4,22,Thursday,11
138,2010,4,22,Thursday,13
155,2010,4,22,Thursday,14
133,2010,4,22,Thursday,15
181,2010,4,22,Thursday,16
134,2010,4,22,Thursday,17
126,2010,4,22,Thursday,18
64,2010,4,22,Thursday,19
67,2010,4,22,Thursday,20
54,2010,4,22,Thursday,21
39,2010,4,22,Thursday,22
35,2010,4,22,Thursday,23
65,2010,4,23,Friday,0
1,2010,4,23,Friday,1
2,2010,4,23,Friday,2
1,2010,4,23,Friday,6
35,2010,4,23,Friday,7
69,2010,4,23,Friday,8
88,2010,4,23,Friday,9
66,2010,4,23,Friday,10
65,2010,4,23,Friday,11
46,2010,4,23,Friday,13
27,2010,4,23,Friday,14
20,2010,4,23,Friday,15
13,2010,4,23,Friday,16
6,2010,4,23,Friday,17
1,2010,4,23,Friday,19
1,2010,4,23,Friday,21
1,2010,4,24,Saturday,0
1,2010,4,24,Saturday,1
1,2010,4,24,Saturday,8
1,2010,4,24,Saturday,10
1,2010,4,24,Saturday,14
2,2010,4,24,Saturday,18
4,2010,4,24,Saturday,20
62,2010,4,24,Saturday,21
79,2010,4,24,Saturday,22
31,2010,4,24,Saturday,23
153,2010,4,25,Sunday,0
3,2010,4,25,Sunday,1
3,2010,4,25,Sunday,2
4,2010,4,25,Sunday,3
1,2010,4,25,Sunday,4
6,2010,4,25,Sunday,6
30,2010,4,25,Sunday,7
87,2010,4,25,Sunday,8
120,2010,4,25,Sunday,9
144,2010,4,25,Sunday,10
129,2010,4,25,Sunday,11
133,2010,4,25,Sunday,13
151,2010,4,25,Sunday,14
134,2010,4,25,Sunday,15
184,2010,4,25,Sunday,16
118,2010,4,25,Sunday,17
79,2010,4,25,Sunday,18
43,2010,4,25,Sunday,19
56,2010,4,25,Sunday,20
47,2010,4,25,Sunday,21
36,2010,4,25,Sunday,22
33,2010,4,25,Sunday,23
95,2010,4,26,Monday,0
3,2010,4,26,Monday,1
2,2010,4,26,Monday,2
1,2010,4,26,Monday,5
5,2010,4,26,Monday,6
42,2010,4,26,Monday,7
72,2010,4,26,Monday,8
99,2010,4,26,Monday,9
109,2010,4,26,Monday,10
112,2010,4,26,Monday,11
116,2010,4,26,Monday,13
135,2010,4,26,Monday,14
104,2010,4,26,Monday,15
96,2010,4,26,Monday,16
70,2010,4,26,Monday,17
77,2010,4,26,Monday,18
63,2010,4,26,Monday,19
71,2010,4,26,Monday,20
55,2010,4,26,Monday,21
56,2010,4,26,Monday,22
45,2010,4,26,Monday,23
125,2010,4,27,Tuesday,0
3,2010,4,27,Tuesday,1
2,2010,4,27,Tuesday,2
3,2010,4,27,Tuesday,3
6,2010,4,27,Tuesday,6
19,2010,4,27,Tuesday,7
68,2010,4,27,Tuesday,8
92,2010,4,27,Tuesday,9
122,2010,4,27,Tuesday,10
107,2010,4,27,Tuesday,11
120,2010,4,27,Tuesday,13
114,2010,4,27,Tuesday,14
116,2010,4,27,Tuesday,15
143,2010,4,27,Tuesday,16
142,2010,4,27,Tuesday,17
112,2010,4,27,Tuesday,18
42,2010,4,27,Tuesday,19
51,2010,4,27,Tuesday,20
64,2010,4,27,Tuesday,21
62,2010,4,27,Tuesday,22
44,2010,4,27,Tuesday,23
104,2010,4,28,Wednesday,0
2,2010,4,28,Wednesday,1
4,2010,4,28,Wednesday,6
44,2010,4,28,Wednesday,7
102,2010,4,28,Wednesday,8
123,2010,4,28,Wednesday,9
153,2010,4,28,Wednesday,10
122,2010,4,28,Wednesday,11
115,2010,4,28,Wednesday,13
115,2010,4,28,Wednesday,14
112,2010,4,28,Wednesday,15
97,2010,4,28,Wednesday,16
90,2010,4,28,Wednesday,17
69,2010,4,28,Wednesday,18
53,2010,4,28,Wednesday,19
6,2010,4,28,Wednesday,20
46,2010,4,28,Wednesday,21
97,2010,4,28,Wednesday,22
45,2010,4,28,Wednesday,23
130,2010,4,29,Thursday,0
1,2010,4,29,Thursday,1
1,2010,4,29,Thursday,2
1,2010,4,29,Thursday,5
6,2010,4,29,Thursday,6
38,2010,4,29,Thursday,7
90,2010,4,29,Thursday,8
112,2010,4,29,Thursday,9
120,2010,4,29,Thursday,10
109,2010,4,29,Thursday,11
107,2010,4,29,Thursday,13
111,2010,4,29,Thursday,14
142,2010,4,29,Thursday,15
134,2010,4,29,Thursday,16
126,2010,4,29,Thursday,17
83,2010,4,29,Thursday,18
61,2010,4,29,Thursday,19
42,2010,4,29,Thursday,20
39,2010,4,29,Thursday,21
38,2010,4,29,Thursday,22
33,2010,4,29,Thursday,23
87,2010,4,30,Friday,0
2,2010,4,30,Friday,2
1,2010,4,30,Friday,3
1,2010,4,30,Friday,4
3,2010,4,30,Friday,5
4,2010,4,30,Friday,6
23,2010,4,30,Friday,7
53,2010,4,30,Friday,8
100,2010,4,30,Friday,9
104,2010,4,30,Friday,10
69,2010,4,30,Friday,11
52,2010,4,30,Friday,13
38,2010,4,30,Friday,14
18,2010,4,30,Friday,15
19,2010,4,30,Friday,16
11,2010,4,30,Friday,17
1,2010,4,30,Friday,18
1,2010,4,30,Friday,23
1,2010,5,1,Saturday,0
1,2010,5,1,Saturday,3
1,2010,5,1,Saturday,9
1,2010,5,1,Saturday,14
1,2010,5,1,Saturday,15
1,2010,5,1,Saturday,16
3,2010,5,1,Saturday,19
3,2010,5,1,Saturday,20
6,2010,5,1,Saturday,21
74,2010,5,1,Saturday,22
30,2010,5,1,Saturday,23
161,2010,5,2,Sunday,0
1,2010,5,2,Sunday,1
1,2010,5,2,Sunday,3
1,2010,5,2,Sunday,5
10,2010,5,2,Sunday,6
70,2010,5,2,Sunday,7
107,2010,5,2,Sunday,8
137,2010,5,2,Sunday,9
172,2010,5,2,Sunday,10
157,2010,5,2,Sunday,11
145,2010,5,2,Sunday,13
152,2010,5,2,Sunday,14
154,2010,5,2,Sunday,15
191,2010,5,2,Sunday,16
158,2010,5,2,Sunday,17
95,2010,5,2,Sunday,18
81,2010,5,2,Sunday,19
70,2010,5,2,Sunday,20
69,2010,5,2,Sunday,21
52,2010,5,2,Sunday,22
60,2010,5,2,Sunday,23
173,2010,5,3,Monday,0
3,2010,5,3,Monday,1
1,2010,5,3,Monday,4
3,2010,5,3,Monday,5
23,2010,5,3,Monday,6
59,2010,5,3,Monday,7
109,2010,5,3,Monday,8
123,2010,5,3,Monday,9
152,2010,5,3,Monday,10
156,2010,5,3,Monday,11
136,2010,5,3,Monday,13
164,2010,5,3,Monday,14
149,2010,5,3,Monday,15
107,2010,5,3,Monday,16
92,2010,5,3,Monday,17
94,2010,5,3,Monday,18
65,2010,5,3,Monday,19
71,2010,5,3,Monday,20
67,2010,5,3,Monday,21
47,2010,5,3,Monday,22
56,2010,5,3,Monday,23
138,2010,5,4,Tuesday,0
3,2010,5,4,Tuesday,1
3,2010,5,4,Tuesday,2
6,2010,5,4,Tuesday,6
24,2010,5,4,Tuesday,7
50,2010,5,4,Tuesday,8
129,2010,5,4,Tuesday,9
150,2010,5,4,Tuesday,10
119,2010,5,4,Tuesday,11
164,2010,5,4,Tuesday,13
145,2010,5,4,Tuesday,14
115,2010,5,4,Tuesday,15
120,2010,5,4,Tuesday,16
116,2010,5,4,Tuesday,17
73,2010,5,4,Tuesday,18
74,2010,5,4,Tuesday,19
70,2010,5,4,Tuesday,20
63,2010,5,4,Tuesday,21
72,2010,5,4,Tuesday,22
45,2010,5,4,Tuesday,23
83,2010,5,5,Wednesday,0
1,2010,5,5,Wednesday,1
1,2010,5,5,Wednesday,2
1,2010,5,5,Wednesday,3
4,2010,5,5,Wednesday,6
34,2010,5,5,Wednesday,7
72,2010,5,5,Wednesday,8
117,2010,5,5,Wednesday,9
101,2010,5,5,Wednesday,10
142,2010,5,5,Wednesday,11
93,2010,5,5,Wednesday,13
129,2010,5,5,Wednesday,14
137,2010,5,5,Wednesday,15
110,2010,5,5,Wednesday,16
57,2010,5,5,Wednesday,17
79,2010,5,5,Wednesday,18
49,2010,5,5,Wednesday,19
70,2010,5,5,Wednesday,20
74,2010,5,5,Wednesday,21
42,2010,5,5,Wednesday,22
57,2010,5,5,Wednesday,23
133,2010,5,6,Thursday,0
2,2010,5,6,Thursday,1
1,2010,5,6,Thursday,2
6,2010,5,6,Thursday,6
52,2010,5,6,Thursday,7
107,2010,5,6,Thursday,8
97,2010,5,6,Thursday,9
116,2010,5,6,Thursday,10
103,2010,5,6,Thursday,11
139,2010,5,6,Thursday,13
148,2010,5,6,Thursday,14
136,2010,5,6,Thursday,15
186,2010,5,6,Thursday,16
136,2010,5,6,Thursday,17
92,2010,5,6,Thursday,18
55,2010,5,6,Thursday,19
65,2010,5,6,Thursday,20
52,2010,5,6,Thursday,21
46,2010,5,6,Thursday,22
52,2010,5,6,Thursday,23
85,2010,5,7,Friday,0
2,2010,5,7,Friday,1
1,2010,5,7,Friday,2
1,2010,5,7,Friday,4
8,2010,5,7,Friday,6
31,2010,5,7,Friday,7
81,2010,5,7,Friday,8
82,2010,5,7,Friday,9
95,2010,5,7,Friday,10
68,2010,5,7,Friday,11
65,2010,5,7,Friday,13
33,2010,5,7,Friday,14
12,2010,5,7,Friday,15
9,2010,5,7,Friday,16
4,2010,5,7,Friday,17
1,2010,5,7,Friday,18
1,2010,5,7,Friday,20
1,2010,5,8,Saturday,0
1,2010,5,8,Saturday,11
1,2010,5,8,Saturday,17
1,2010,5,8,Saturday,19
9,2010,5,8,Saturday,20
141,2010,5,8,Saturday,21
71,2010,5,8,Saturday,22
38,2010,5,8,Saturday,23
142,2010,5,9,Sunday,0
3,2010,5,9,Sunday,2
1,2010,5,9,Sunday,3
2,2010,5,9,Sunday,5
10,2010,5,9,Sunday,6
35,2010,5,9,Sunday,7
68,2010,5,9,Sunday,8
143,2010,5,9,Sunday,9
166,2010,5,9,Sunday,10
162,2010,5,9,Sunday,11
160,2010,5,9,Sunday,13
172,2010,5,9,Sunday,14
166,2010,5,9,Sunday,15
189,2010,5,9,Sunday,16
128,2010,5,9,Sunday,17
105,2010,5,9,Sunday,18
62,2010,5,9,Sunday,19
39,2010,5,9,Sunday,20
46,2010,5,9,Sunday,21
9,2010,5,9,Sunday,22
52,2010,5,9,Sunday,23
146,2010,5,10,Monday,0
6,2010,5,10,Monday,1
1,2010,5,10,Monday,3
2,2010,5,10,Monday,4
3,2010,5,10,Monday,5
14,2010,5,10,Monday,6
48,2010,5,10,Monday,7
113,2010,5,10,Monday,8
123,2010,5,10,Monday,9
154,2010,5,10,Monday,10
140,2010,5,10,Monday,11
173,2010,5,10,Monday,13
170,2010,5,10,Monday,14
119,2010,5,10,Monday,15
157,2010,5,10,Monday,16
103,2010,5,10,Monday,17
91,2010,5,10,Monday,18
71,2010,5,10,Monday,19
93,2010,5,10,Monday,20
96,2010,5,10,Monday,21
83,2010,5,10,Monday,22
72,2010,5,10,Monday,23
149,2010,5,11,Tuesday,0
3,2010,5,11,Tuesday,2
3,2010,5,11,Tuesday,5
6,2010,5,11,Tuesday,6
50,2010,5,11,Tuesday,7
101,2010,5,11,Tuesday,8
121,2010,5,11,Tuesday,9
159,2010,5,11,Tuesday,10
128,2010,5,11,Tuesday,11
144,2010,5,11,Tuesday,13
155,2010,5,11,Tuesday,14
129,2010,5,11,Tuesday,15
140,2010,5,11,Tuesday,16
168,2010,5,11,Tuesday,17
111,2010,5,11,Tuesday,18
92,2010,5,11,Tuesday,19
76,2010,5,11,Tuesday,20
73,2010,5,11,Tuesday,21
76,2010,5,11,Tuesday,22
55,2010,5,11,Tuesday,23
136,2010,5,12,Wednesday,0
1,2010,5,12,Wednesday,1
1,2010,5,12,Wednesday,2
1,2010,5,12,Wednesday,5
3,2010,5,12,Wednesday,6
39,2010,5,12,Wednesday,7
99,2010,5,12,Wednesday,8
106,2010,5,12,Wednesday,9
144,2010,5,12,Wednesday,10
112,2010,5,12,Wednesday,11
98,2010,5,12,Wednesday,13
130,2010,5,12,Wednesday,14
129,2010,5,12,Wednesday,15
81,2010,5,12,Wednesday,16
129,2010,5,12,Wednesday,17
97,2010,5,12,Wednesday,18
80,2010,5,12,Wednesday,19
63,2010,5,12,Wednesday,20
58,2010,5,12,Wednesday,21
49,2010,5,12,Wednesday,22
48,2010,5,12,Wednesday,23
125,2010,5,13,Thursday,0
1,2010,5,13,Thursday,2
5,2010,5,13,Thursday,6
37,2010,5,13,Thursday,7
79,2010,5,13,Thursday,8
122,2010,5,13,Thursday,9
123,2010,5,13,Thursday,10
98,2010,5,13,Thursday,11
108,2010,5,13,Thursday,13
125,2010,5,13,Thursday,14
128,2010,5,13,Thursday,15
146,2010,5,13,Thursday,16
120,2010,5,13,Thursday,17
86,2010,5,13,Thursday,18
46,2010,5,13,Thursday,19
192,2010,5,13,Thursday,20
83,2010,5,13,Thursday,21
52,2010,5,13,Thursday,22
37,2010,5,13,Thursday,23
74,2010,5,14,Friday,0
3,2010,5,14,Friday,1
1,2010,5,14,Friday,3
1,2010,5,14,Friday,5
3,2010,5,14,Friday,6
24,2010,5,14,Friday,7
64,2010,5,14,Friday,8
73,2010,5,14,Friday,9
79,2010,5,14,Friday,10
56,2010,5,14,Friday,11
45,2010,5,14,Friday,13
36,2010,5,14,Friday,14
26,2010,5,14,Friday,15
12,2010,5,14,Friday,16
9,2010,5,14,Friday,17
1,2010,5,14,Friday,22
2,2010,5,14,Friday,23
1,2010,5,15,Saturday,0
1,2010,5,15,Saturday,10
2,2010,5,15,Saturday,19
6,2010,5,15,Saturday,20
81,2010,5,15,Saturday,21
63,2010,5,15,Saturday,22
46,2010,5,15,Saturday,23
145,2010,5,16,Sunday,0
11,2010,5,16,Sunday,1
2,2010,5,16,Sunday,2
4,2010,5,16,Sunday,6
44,2010,5,16,Sunday,7
73,2010,5,16,Sunday,8
125,2010,5,16,Sunday,9
174,2010,5,16,Sunday,10
146,2010,5,16,Sunday,11
76,2010,5,16,Sunday,13
154,2010,5,16,Sunday,14
171,2010,5,16,Sunday,15
182,2010,5,16,Sunday,16
111,2010,5,16,Sunday,17
86,2010,5,16,Sunday,18
53,2010,5,16,Sunday,19
52,2010,5,16,Sunday,20
39,2010,5,16,Sunday,21
32,2010,5,16,Sunday,22
156,2010,5,16,Sunday,23
37,2010,5,17,Monday,0
1,2010,5,17,Monday,1
1,2010,5,17,Monday,2
5,2010,5,17,Monday,5
5,2010,5,17,Monday,6
413,2010,5,17,Monday,7
65,2010,5,17,Monday,8
63,2010,5,17,Monday,9
55,2010,5,17,Monday,10
45,2010,5,17,Monday,11
28,2010,5,17,Monday,13
17,2010,5,17,Monday,14
23,2010,5,17,Monday,15
23,2010,5,17,Monday,16
27,2010,5,17,Monday,17
26,2010,5,17,Monday,18
27,2010,5,17,Monday,19
26,2010,5,17,Monday,20
39,2010,5,17,Monday,21
33,2010,5,17,Monday,22
6,2010,5,17,Monday,23
158,2010,5,18,Tuesday,0
2,2010,5,18,Tuesday,6
30,2010,5,18,Tuesday,7
94,2010,5,18,Tuesday,8
110,2010,5,18,Tuesday,9
156,2010,5,18,Tuesday,10
149,2010,5,18,Tuesday,11
161,2010,5,18,Tuesday,13
148,2010,5,18,Tuesday,14
189,2010,5,18,Tuesday,15
164,2010,5,18,Tuesday,16
134,2010,5,18,Tuesday,17
123,2010,5,18,Tuesday,18
43,2010,5,18,Tuesday,19
52,2010,5,18,Tuesday,20
69,2010,5,18,Tuesday,21
47,2010,5,18,Tuesday,22
37,2010,5,18,Tuesday,23
103,2010,5,19,Wednesday,0
1,2010,5,19,Wednesday,1
1,2010,5,19,Wednesday,2
4,2010,5,19,Wednesday,6
52,2010,5,19,Wednesday,7
84,2010,5,19,Wednesday,8
105,2010,5,19,Wednesday,9
127,2010,5,19,Wednesday,10
153,2010,5,19,Wednesday,11
137,2010,5,19,Wednesday,13
120,2010,5,19,Wednesday,14
143,2010,5,19,Wednesday,15
82,2010,5,19,Wednesday,16
70,2010,5,19,Wednesday,17
79,2010,5,19,Wednesday,18
69,2010,5,19,Wednesday,19
65,2010,5,19,Wednesday,20
58,2010,5,19,Wednesday,21
41,2010,5,19,Wednesday,22
38,2010,5,19,Wednesday,23
77,2010,5,20,Thursday,0
2,2010,5,20,Thursday,2
1,2010,5,20,Thursday,3
5,2010,5,20,Thursday,6
33,2010,5,20,Thursday,7
89,2010,5,20,Thursday,8
97,2010,5,20,Thursday,9
72,2010,5,20,Thursday,10
79,2010,5,20,Thursday,11
38,2010,5,20,Thursday,13
22,2010,5,20,Thursday,14
9,2010,5,20,Thursday,15
7,2010,5,20,Thursday,16
11,2010,5,20,Thursday,17
1,2010,5,20,Thursday,18
1,2010,5,20,Thursday,21
1,2010,5,20,Thursday,23
1,2010,5,21,Friday,0
1,2010,5,21,Friday,7
1,2010,5,21,Friday,8
1,2010,5,21,Friday,9
2,2010,5,21,Friday,15
2,2010,5,21,Friday,16
1,2010,5,21,Friday,17
1,2010,5,21,Friday,18
1,2010,5,21,Friday,19
2,2010,5,21,Friday,21
1,2010,5,21,Friday,23
1,2010,5,22,Saturday,9
1,2010,5,22,Saturday,11
2,2010,5,22,Saturday,14
1,2010,5,22,Saturday,16
2,2010,5,22,Saturday,19
16,2010,5,22,Saturday,20
112,2010,5,22,Saturday,21
45,2010,5,22,Saturday,22
32,2010,5,22,Saturday,23
140,2010,5,23,Sunday,0
12,2010,5,23,Sunday,1
2,2010,5,23,Sunday,5
8,2010,5,23,Sunday,6
47,2010,5,23,Sunday,7
119,2010,5,23,Sunday,8
109,2010,5,23,Sunday,9
156,2010,5,23,Sunday,10
125,2010,5,23,Sunday,11
174,2010,5,23,Sunday,13
145,2010,5,23,Sunday,14
140,2010,5,23,Sunday,15
158,2010,5,23,Sunday,16
151,2010,5,23,Sunday,17
96,2010,5,23,Sunday,18
58,2010,5,23,Sunday,19
281,2010,5,23,Sunday,20
400,2010,5,23,Sunday,21
612,2010,5,23,Sunday,22
131,2010,5,23,Sunday,23
100,2010,5,24,Monday,0
8,2010,5,24,Monday,1
6,2010,5,24,Monday,2
3,2010,5,24,Monday,4
9,2010,5,24,Monday,5
11,2010,5,24,Monday,6
45,2010,5,24,Monday,7
91,2010,5,24,Monday,8
106,2010,5,24,Monday,9
162,2010,5,24,Monday,10
125,2010,5,24,Monday,11
137,2010,5,24,Monday,13
117,2010,5,24,Monday,14
124,2010,5,24,Monday,15
91,2010,5,24,Monday,16
79,2010,5,24,Monday,17
63,2010,5,24,Monday,18
70,2010,5,24,Monday,19
75,2010,5,24,Monday,20
69,2010,5,24,Monday,21
73,2010,5,24,Monday,22
45,2010,5,24,Monday,23
109,2010,5,25,Tuesday,0
1,2010,5,25,Tuesday,3
6,2010,5,25,Tuesday,6
45,2010,5,25,Tuesday,7
92,2010,5,25,Tuesday,8
108,2010,5,25,Tuesday,9
180,2010,5,25,Tuesday,10
125,2010,5,25,Tuesday,11
125,2010,5,25,Tuesday,13
132,2010,5,25,Tuesday,14
148,2010,5,25,Tuesday,15
153,2010,5,25,Tuesday,16
148,2010,5,25,Tuesday,17
112,2010,5,25,Tuesday,18
69,2010,5,25,Tuesday,19
69,2010,5,25,Tuesday,20
64,2010,5,25,Tuesday,21
57,2010,5,25,Tuesday,22
48,2010,5,25,Tuesday,23
100,2010,5,26,Wednesday,0
7,2010,5,26,Wednesday,6
27,2010,5,26,Wednesday,7
64,2010,5,26,Wednesday,8
124,2010,5,26,Wednesday,9
126,2010,5,26,Wednesday,10
105,2010,5,26,Wednesday,11
150,2010,5,26,Wednesday,13
139,2010,5,26,Wednesday,14
129,2010,5,26,Wednesday,15
89,2010,5,26,Wednesday,16
91,2010,5,26,Wednesday,17
65,2010,5,26,Wednesday,18
69,2010,5,26,Wednesday,19
68,2010,5,26,Wednesday,20
52,2010,5,26,Wednesday,21
51,2010,5,26,Wednesday,22
31,2010,5,26,Wednesday,23
89,2010,5,27,Thursday,0
1,2010,5,27,Thursday,2
1,2010,5,27,Thursday,3
4,2010,5,27,Thursday,6
22,2010,5,27,Thursday,7
70,2010,5,27,Thursday,8
115,2010,5,27,Thursday,9
142,2010,5,27,Thursday,10
103,2010,5,27,Thursday,11
111,2010,5,27,Thursday,13
126,2010,5,27,Thursday,14
136,2010,5,27,Thursday,15
131,2010,5,27,Thursday,16
122,2010,5,27,Thursday,17
75,2010,5,27,Thursday,18
38,2010,5,27,Thursday,19
33,2010,5,27,Thursday,20
57,2010,5,27,Thursday,21
46,2010,5,27,Thursday,22
44,2010,5,27,Thursday,23
87,2010,5,28,Friday,0
6,2010,5,28,Friday,1
2,2010,5,28,Friday,2
1,2010,5,28,Friday,5
3,2010,5,28,Friday,6
25,2010,5,28,Friday,7
66,2010,5,28,Friday,8
65,2010,5,28,Friday,9
77,2010,5,28,Friday,10
66,2010,5,28,Friday,11
45,2010,5,28,Friday,13
27,2010,5,28,Friday,14
16,2010,5,28,Friday,15
13,2010,5,28,Friday,16
1,2010,5,28,Friday,17
1,2010,5,28,Friday,18
2,2010,5,28,Friday,19
1,2010,5,28,Friday,20
1,2010,5,28,Friday,21
1,2010,5,28,Friday,23
