year,month,day,hour,reason
2016,11,4,20,NE
2016,11,4,21,NE
2016,11,4,22,NE
2016,11,4,23,NE
2016,11,5,0,NE
2016,11,5,1,NE
2016,11,5,2,NE
2016,11,5,3,NE
2016,11,5,4,NE
2016,11,5,5,NE
2016,11,5,6,NE
2016,11,5,7,NE
2016,11,5,8,NE
2016,11,5,9,NE
2016,11,5,10,NE
2016,11,5,11,NE
2016,11,5,12,NE
2016,11,5,13,NE
2016,11,5,14,NE
2016,11,5,15,NE
2016,11,5,16,NE
2016,11,5,17,NE
2016,11,5,18,NE
2016,11,5,19,NE
2016,11,5,20,NE
2016,11,5,21,NE
2016,11,5,22,NE
2016,11,5,23,NE
2016,11,6,0,NE
2016,11,6,1,NE
2016,11,6,2,NE
2016,11,6,3,NE
2016,11,6,4,NE
2016,11,6,5,NE
2016,11,6,6,NE
2016,11,6,7,NE
2016,11,6,8,NE
2016,11,6,9,NE
2016,11,6,10,NE
2016,11,6,11,NE
2016,11,6,12,NE
2016,11,6,13,NE
2016,11,6,14,NE
2016,11,6,15,NE
2016,11,6,16,NE
2016,11,6,17,NE
2016,11,6,18,NE
2016,11,6,19,NE
2016,11,6,20,NE
2016,11,6,21,NE
2016,11,6,22,NE
2016,11,6,23,NE
2016,11,7,0,NE
2016,11,7,1,NE
2016,11,7,2,NE
2016,11,7,3,NE
2016,11,7,4,NE
2016,11,7,5,NE
2016,11,7,6,NE
2016,11,7,7,NE
2016,11,7,8,NE
2016,11,7,9,NE
2016,11,7,10,NE
2016,11,7,11,NE
2016,11,7,12,NE
2016,11,7,13,NE
2016,11,7,14,NE
2016,11,7,15,NE
2016,11,7,16,NE
2016,11,7,17,NE
2016,11,7,18,NE
2016,11,7,19,NE
2016,11,7,20,NE
2016,11,7,21,NE
2016,11,7,22,NE
2016,11,7,23,NE
2016,11,8,0,NE
2016,11,8,1,NE
2016,11,8,2,NE
2016,11,8,3,NE
2016,11,8,4,NE
2016,11,8,5,NE
2016,11,8,6,NE
2016,11,8,7,NE
2016,11,8,8,NE
2016,11,8,9,NE
2016,11,8,10,NE
2016,11,8,11,NE
2016,11,8,12,NE
2016,11,8,13,NE
2016,11,8,14,NE
2016,11,8,15,NE
2016,11,8,16,NE
2016,11,8,17,NE
2016,11,8,18,NE
2016,11,8,19,NE
2016,11,8,20,NE
2016,11,8,21,NE
2016,11,8,22,NE
2016,11,8,23,NE
2016,11,9,0,NE
2016,11,9,1,NE
2016,11,9,2,NE
2016,11,9,3,NE
2016,11,9,4,NE
2016,11,9,5,NE
2016,11,9,6,NE
2016,11,9,7,NE
2016,11,9,8,NE
2016,11,9,9,NE
2016,11,9,10,NE
2016,11,9,11,NE
2016,11,9,12,NE
2016,11,9,13,NE
2016,11,9,14,NE
2016,11,9,15,NE
2016,11,9,16,NE
2016,11,9,17,NE
2016,11,9,18,NE
2016,11,9,19,NE
2016,11,9,20,NE
2016,11,9,21,NE
2016,11,9,22,NE
2016,11,9,23,NE
2016,11,10,0,NE
2016,11,10,1,NE
2016,11,10,2,NE
2016,11,10,3,NE
2016,11,10,4,NE
2016,11,10,5,NE
2016,11,10,6,NE
2016,11,10,7,NE
2016,11,10,8,NE
2016,11,10,9,NE
2016,11,10,10,NE
2016,11,10,11,NE
2016,11,10,12,NE
2016,11,10,13,NE
2016,11,10,14,NE
2016,11,10,15,NE
2016,11,10,16,NE
2016,11,10,17,NE
2016,11,10,18,NE
2016,11,10,19,NE
2016,11,10,20,NE
2016,11,10,21,NE
2016,11,10,22,NE
2016,11,10,23,NE
2016,11,11,0,NE
2016,11,11,1,NE
2016,11,11,2,NE
2016,11,11,3,NE
2016,11,11,4,NE
2016,11,11,5,NE
2016,11,11,6,NE
2016,11,11,7,NE
2016,11,11,8,NE
2016,11,11,9,NE
2016,11,11,10,NE
2016,11,11,11,NE
2016,11,11,12,NE
2016,11,11,13,NE
2016,11,11,14,NE
2016,11,11,15,NE
2016,11,11,16,NE
2016,11,11,17,NE
2016,11,11,18,NE
2016,11,11,19,NE
2016,11,11,20,NE
2016,11,11,21,NE
2016,11,11,22,NE
2016,11,11,23,NE
2016,11,12,0,NE
2016,11,12,1,NE
2016,11,12,2,NE
2016,11,12,3,NE
2016,11,12,4,NE
2016,11,12,5,NE
2016,11,12,6,NE
2016,11,12,7,NE
2016,11,12,8,NE
2016,11,12,9,NE
2016,11,12,10,NE
2016,11,12,11,NE
2016,11,12,12,NE
2016,11,12,13,NE
2016,11,12,14,NE
2016,11,12,15,NE
2016,11,12,16,NE
2016,11,12,17,NE
2016,11,12,18,NE
2016,11,12,19,NE
2016,11,12,20,NE
2016,11,12,21,NE
2016,11,12,22,NE
2016,11,12,23,NE
2016,11,13,0,NE
2016,11,13,1,NE
2016,11,13,2,NE
2016,11,13,3,NE
2016,11,13,4,NE
2016,11,13,5,NE
2016,11,13,6,NE
2016,11,13,7,NE
2016,11,13,8,NE
2016,11,13,9,NE
2016,11,13,10,NE
2016,11,13,11,NE
2016,11,13,12,NE
2016,11,13,13,NE
2016,11,13,14,NE
2016,11,13,15,NE
2016,11,13,16,NE
2016,11,13,17,NE
2016,11,13,18,NE
2016,11,13,19,NE
2016,11,13,20,NE
2016,11,13,21,NE
2016,11,13,22,NE
2016,11,13,23,NE
2016,11,14,0,NE
2016,11,14,1,NE
2016,11,14,2,NE
2016,11,14,3,NE
2016,11,14,4,NE
2016,11,14,5,NE
2016,11,14,6,NE
2016,11,14,7,NE
2016,11,14,8,NE
2016,11,14,9,NE
2016,11,14,10,NE
2016,11,14,11,NE
2016,11,14,12,NE
2016,11,14,13,NE
2016,11,14,14,NE
2016,11,14,15,NE
2016,11,14,16,NE
2016,11,14,17,NE
2016,11,14,18,NE
2016,11,14,19,NE
2016,11,14,20,NE
2016,11,14,21,NE
2016,11,14,22,NE
2016,11,14,23,NE
2016,11,15,0,NE
2016,11,15,1,NE
2016,11,15,2,NE
2016,11,15,3,NE
2016,11,15,4,NE
2016,11,15,5,NE
2016,11,15,6,NE
2016,11,15,7,NE
2016,11,15,8,NE
2016,11,15,9,NE
2016,11,15,10,NE
2016,11,15,11,NE
2016,11,15,12,NE
2016,11,15,13,NE
2016,11,15,14,NE
2016,11,15,15,NE
2016,11,15,16,NE
2016,11,15,17,NE
2016,11,15,18,NE
2016,11,15,19,NE
2016,11,15,20,NE
2016,11,15,21,NE
2016,11,15,22,NE
2016,11,15,23,NE
2016,11,16,0,NE
2016,11,16,1,NE
2016,11,16,2,NE
2016,11,16,3,NE
2016,11,16,4,NE
2016,11,16,5,NE
2016,11,16,6,NE
2016,11,16,7,NE
2016,11,16,8,NE
2016,11,16,9,NE
2016,11,16,10,NE
2016,11,16,11,NE
2016,11,16,12,NE
2016,11,16,13,NE
2016,11,16,14,NE
2016,11,16,15,NE
2016,11,16,16,NE
2016,11,16,17,NE
2016,11,16,18,NE
2016,11,16,19,NE
2016,11,16,20,NE
2016,11,16,21,NE
2016,11,16,22,NE
2016,11,16,23,NE
2016,11,17,0,NE
2016,11,17,1,NE
2016,11,17,2,NE
2016,11,17,3,NE
2016,11,17,4,NE
2016,11,17,5,NE
2016,11,17,6,NE
2016,11,17,7,NE
2016,11,17,8,NE
2016,11,17,9,NE
2016,11,17,10,NE
2016,11,17,11,NE
2016,11,17,12,NE
2016,11,17,13,NE
2016,11,17,14,NE
2016,11,17,15,NE
2016,11,17,16,NE
2016,11,17,17,NE
2016,11,17,18,NE
2016,11,17,19,NE
2016,11,17,20,NE
2016,11,17,21,NE
2016,11,17,22,NE
2016,11,17,23,NE
2016,11,18,0,NE
2016,11,18,1,NE
2016,11,18,2,NE
2016,11,18,3,NE
2016,11,18,4,NE
2016,11,18,5,NE
2016,11,18,6,NE
2016,11,18,7,NE
2016,11,18,8,NE
2016,11,18,9,NE
2016,11,18,10,NE
2016,11,18,11,NE
2016,11,18,12,NE
2016,11,18,13,NE
2016,11,18,14,NE
2016,11,18,15,NE
2016,11,18,16,NE
2016,11,18,17,NE
2016,11,18,18,NE
2016,11,18,19,NE
2016,11,18,20,NE
2016,11,18,21,NE
2016,11,18,22,NE
2016,11,18,23,NE
2016,11,19,0,NE
2016,11,19,1,NE
2016,11,19,2,NE
2016,11,19,3,NE
2016,11,19,4,NE
2016,11,19,5,NE
2016,11,19,6,NE
2016,11,19,7,NE
2016,11,19,8,NE
2016,11,19,9,NE
2016,11,19,10,NE
2016,11,19,11,NE
2016,11,19,12,NE
2016,11,19,13,NE
2016,11,19,14,NE
2016,11,19,15,NE
2016,11,19,16,NE
2016,11,19,17,NE
2016,11,19,18,NE
2016,11,19,19,NE
2016,11,19,20,NE
2016,11,19,21,NE
2016,11,19,22,NE
2016,11,19,23,NE
2016,11,20,0,NE
2016,11,20,1,NE
2016,11,20,2,NE
2016,11,20,3,NE
2016,11,20,4,NE
2016,11,20,5,NE
2016,11,20,6,NE
2016,11,20,7,NE
2016,11,20,8,NE
2016,11,20,9,NE
2016,11,20,10,NE
2016,11,20,11,NE
2016,11,20,12,NE
2016,11,20,13,NE
2016,11,20,14,NE
2016,11,20,15,NE
2016,11,20,16,NE
2016,11,20,17,NE
2016,11,20,18,NE
2016,11,20,19,NE
2016,11,20,20,NE
2016,11,20,21,NE
2016,11,20,22,NE
2016,11,20,23,NE
2016,11,21,0,NE
2016,11,21,1,NE
2016,11,21,2,NE
2016,11,21,3,NE
2016,11,21,4,NE
2016,11,21,5,NE
2016,11,21,6,NE
2016,11,21,7,NE
2016,11,21,8,NE
2016,11,21,9,NE
2016,11,21,10,NE
2016,11,21,11,NE
2016,11,21,12,NE
2016,11,21,13,NE
2016,11,21,14,NE
2016,11,21,15,NE
2016,11,21,16,NE
2016,11,21,17,NE
2016,11,21,18,NE
2016,11,21,19,NE
2016,11,21,20,NE
2016,11,21,21,NE
2016,11,21,22,NE
2016,11,21,23,NE
2016,11,22,0,NE
2016,11,22,1,NE
2016,11,22,2,NE
2016,11,22,3,NE
2016,11,22,4,NE
2016,11,22,5,NE
2016,11,22,6,NE
2016,11,22,7,NE
2016,11,22,8,NE
2016,11,22,9,NE
2016,11,22,10,NE
2016,11,22,11,NE
2016,11,22,12,NE
2016,11,22,13,NE
2016,11,22,14,NE
2016,11,22,15,NE
2016,11,22,16,NE
2016,11,22,17,NE
2016,11,22,18,NE
2016,11,22,19,NE
2016,11,22,20,NE
2016,11,22,21,NE
2016,11,22,22,NE
2016,11,22,23,NE
2016,11,23,0,NE
2016,11,23,1,NE
2016,11,23,2,NE
2016,11,23,3,NE
2016,11,23,4,NE
2016,11,23,5,NE
2016,11,23,6,NE
2016,11,23,7,NE
2016,11,23,8,NE
2016,11,23,9,NE
2016,11,23,10,NE
2016,11,23,11,NE
2016,11,23,12,NE
2016,11,23,13,NE
2016,11,23,14,NE
2016,11,23,15,NE
2016,11,23,16,NE
2016,11,23,17,NE
2016,11,23,18,NE
2016,11,23,19,NE
2016,11,23,20,NE
2016,11,23,21,NE
2016,11,23,22,NE
2016,11,23,23,NE
2016,11,24,0,NE
2016,11,24,1,NE
2016,11,24,2,NE
2016,11,24,3,NE
2016,11,24,4,NE
2016,11,24,5,NE
2016,11,24,6,NE
2016,11,24,7,NE
2016,11,24,8,NE
2016,11,24,9,NE
2016,11,24,10,NE
2016,11,24,11,NE
2016,11,24,12,NE
2016,11,24,13,NE
2016,11,24,14,NE
2016,11,24,15,NE
2016,11,24,16,NE
2016,11,24,17,NE
2016,11,24,18,NE
2016,11,24,19,NE
2016,11,24,20,NE
2016,11,24,21,NE
2016,11,24,22,NE
2016,11,24,23,NE
2016,11,25,0,NE
2016,11,25,1,NE
2016,11,25,2,NE
2016,11,25,3,NE
2016,11,25,4,NE
2016,11,25,5,NE
2016,11,25,6,NE
2016,11,25,7,NE
2016,11,25,8,NE
2016,11,25,9,NE
2016,11,25,10,NE
2016,11,25,11,NE
2016,11,25,12,NE
2016,11,25,13,NE
2016,11,25,14,NE
2016,11,25,15,NE
2016,11,25,16,NE
2016,11,25,17,NE
2016,11,25,18,NE
2016,11,25,19,NE
2016,11,25,20,NE
2016,11,25,21,NE
2016,11,25,22,NE
2016,11,25,23,NE
2016,11,26,0,NE
2016,11,26,1,NE
2016,11,26,2,NE
2016,11,26,3,NE
2016,11,26,4,NE
2016,11,26,5,NE
2016,11,26,6,NE
2016,11,26,7,NE
2016,11,26,8,NE
2016,11,26,9,NE
2016,11,26,10,NE
2016,11,26,11,NE
2016,11,26,12,NE
2016,11,26,13,NE
2016,11,26,14,NE
2016,11,26,15,NE
2016,11,26,16,NE
2016,11,26,17,NE
2016,11,26,18,NE
2016,11,26,19,NE
2016,11,26,20,NE
2016,11,26,21,NE
2016,11,26,22,NE
2016,11,26,23,NE
2016,11,27,0,NE
2016,11,27,1,NE
2016,11,27,2,NE
2016,11,27,3,NE
2016,11,27,4,NE
2016,11,27,5,NE
2016,11,27,6,NE
2016,11,27,7,NE
2016,11,27,8,NE
2016,11,27,9,NE
2016,11,27,10,NE
2016,11,27,11,NE
2016,11,27,12,NE
2016,11,27,13,NE
2016,11,27,14,NE
2016,11,27,15,NE
2016,11,27,16,NE
2016,11,27,17,NE
2016,11,27,18,NE
2016,11,27,19,NE
2016,11,27,20,NE
2016,11,27,21,NE
2016,11,27,22,NE
2016,11,27,23,NE
2016,11,28,0,NW
2016,11,28,1,NW
2016,11,28,2,NW
2016,11,28,3,NW
2016,11,28,4,NW
2016,11,28,5,NW
2016,11,28,6,NW
2016,11,28,7,NW
2016,11,28,8,NW
2016,11,28,9,NW
2016,11,28,10,NW
2016,11,28,11,NW
2016,11,28,12,NW
2016,11,28,13,NW
2016,11,28,14,NW
2016,11,28,15,NW
2016,11,28,16,NW
2016,11,28,17,NW
2016,11,28,18,NW
2016,11,28,19,NW
2016,11,28,20,NW
2016,11,28,21,NW
2016,11,28,22,NW
2016,11,28,23,NW
2016,11,29,0,NW
2016,11,29,1,NW
2016,11,29,2,NW
2016,11,29,3,NW
2016,11,29,4,NW
2016,11,29,5,NW
2016,11,29,6,NW
2016,11,29,7,NW
2016,11,29,8,NW
2016,11,29,9,NW
2016,11,29,10,NW
2016,11,29,11,NW
2016,11,29,12,NW
2016,11,29,13,NW
2016,11,29,14,NW
2016,11,29,15,NW
2016,11,29,16,NW
2016,11,29,17,NW
2016,11,29,18,NW
2016,11,29,19,NW
2016,11,29,20,NW
2016,11,29,21,NW
2016,11,29,22,NW
2016,11,29,23,NW
2016,11,30,0,NW
2016,11,30,1,NW
2016,11,30,2,NW
2016,11,30,3,NW
2016,11,30,4,NW
2016,11,30,5,NW
2016,11,30,6,NW
2016,11,30,7,NW
2016,11,30,8,NW
2016,11,30,9,NW
2016,11,30,10,NW
2016,11,30,11,NW
2016,11,30,12,NW
2016,11,30,13,NW
2016,11,30,14,NW
2016,11,30,15,NW
2016,11,30,16,NW
2016,11,30,17,NW
2016,11,30,18,NW
2016,11,30,19,NW
2016,11,30,20,NW
2016,11,30,21,NW
2016,11,30,22,NW
2016,11,30,23,NW
2016,11,1,0,NW
2016,11,1,1,NW
2016,11,1,2,NW
2016,11,1,3,NW
2016,11,1,4,NW
2016,11,1,5,NW
2016,11,1,6,NW
2016,11,1,7,NW
2016,11,1,8,NW
2016,11,1,9,NW
2016,11,1,10,NW
2016,11,1,11,NW
2016,11,1,12,NW
2016,11,1,13,NW
2016,11,1,14,NW
2016,11,1,15,NW
2016,11,1,16,NW
2016,11,1,17,NW
2016,11,1,18,NW
2016,11,1,19,NW
2016,11,1,20,NW
2016,11,1,21,NW
2016,11,1,22,NW
2016,11,1,23,NW
2016,11,2,0,NW
2016,11,2,1,NW
2016,11,2,2,NW
2016,11,2,3,NW
2016,11,2,4,NW
2016,11,2,5,NW
2016,11,2,6,NW
2016,11,2,7,NW
2016,11,2,8,NW
2016,11,2,9,NW
2016,11,2,10,NW
2016,11,2,11,NW
2016,11,2,12,NW
2016,11,2,13,NW
2016,11,2,14,NW
2016,11,2,15,NW
2016,11,2,16,NW
2016,11,2,17,NW
2016,11,2,18,NW
2016,11,2,19,NW
2016,11,2,20,NW
2016,11,2,21,NW
2016,11,2,22,NW
2016,11,2,23,NW
2016,11,3,0,NW
2016,11,3,1,NW
2016,11,3,2,NW
2016,11,3,3,NW
2016,11,3,4,NW
2016,11,3,5,NW
2016,11,3,6,NW
2016,11,3,7,NW
2016,11,3,8,NW
2016,11,3,9,NW
2016,11,3,10,NW
2016,11,3,11,NW
2016,11,3,12,NW
2016,11,3,13,NW
2016,11,3,14,NW
2016,11,3,15,NW
2016,11,3,16,NW
2016,11,3,17,NW
2016,11,3,18,NW
2016,11,3,19,NW
2016,11,3,20,NW
2016,11,3,21,NW
2016,11,3,22,NW
2016,11,3,23,NW
2016,11,4,0,NW
2016,11,4,1,NW
2016,11,4,2,NW
2016,11,4,3,NW
2016,11,4,4,NW
2016,11,4,5,NW
2016,11,4,6,NW
2016,11,4,7,NW
2016,11,4,8,NW
2016,11,4,9,NW
2016,11,4,10,NW
2016,11,4,11,NW
2016,11,4,12,NW
2016,11,4,13,NW
2016,11,4,14,NW
2016,11,4,15,NW
2016,11,4,16,NW
2016,11,4,17,NW
2016,11,4,18,NW
2016,11,4,19,NW
2016,11,4,20,NW
2016,11,4,21,NW
2016,11,4,22,NW
2016,11,4,23,NW
2016,11,5,0,NW
2016,11,5,1,NW
2016,11,5,2,NW
2016,11,5,3,NW
2016,11,5,4,NW
2016,11,5,5,NW
2016,11,5,6,NW
2016,11,5,7,NW
2016,11,5,8,NW
2016,11,5,9,NW
2016,11,5,10,NW
2016,11,5,11,NW
2016,11,5,12,NW
2016,11,5,13,NW
2016,11,5,14,NW
2016,11,5,15,NW
2016,11,5,16,NW
2016,11,5,17,NW
2016,11,5,18,NW
2016,11,5,19,NW
2016,11,5,20,NW
2016,11,5,21,NW
2016,11,5,22,NW
2016,11,5,23,NW
2016,11,6,0,NW
2016,11,6,1,NW
2016,11,6,2,NW
2016,11,6,3,NW
2016,11,6,4,NW
2016,11,6,5,NW
2016,11,6,6,NW
2016,11,6,7,NW
2016,11,6,8,NW
2016,11,6,9,NW
2016,11,6,10,NW
2016,11,6,11,NW
2016,11,6,12,NW
2016,11,6,13,NW
2016,11,6,14,NW
2016,11,6,15,NW
2016,11,6,16,NW
2016,11,6,17,NW
2016,11,6,18,NW
2016,11,6,19,NW
2016,11,6,20,NW
2016,11,6,21,NW
2016,11,6,22,NW
2016,11,6,23,NW
2016,11,7,0,NW
2016,11,7,1,NW
2016,11,7,2,NW
2016,11,7,3,NW
2016,11,7,4,NW
2016,11,7,5,NW
2016,11,7,6,NW
2016,11,7,7,NW
2016,11,7,8,NW
2016,11,7,9,NW
2016,11,7,10,NW
2016,11,7,11,NW
2016,11,7,12,NW
2016,11,7,13,NW
2016,11,7,14,NW
2016,11,7,15,NW
2016,11,7,16,NW
2016,11,7,17,NW
2016,11,7,18,NW
2016,11,7,19,NW
2016,11,7,20,NW
2016,11,7,21,NW
2016,11,7,22,NW
2016,11,7,23,NW
2016,11,8,0,NW
2016,11,8,1,NW
2016,11,8,2,NW
2016,11,8,3,NW
2016,11,8,4,NW
2016,11,8,5,NW
2016,11,8,6,NW
2016,11,8,7,NW
2016,11,8,8,NW
2016,11,8,9,NW
2016,11,8,10,NW
2016,11,8,11,NW
2016,11,8,12,NW
2016,11,8,13,NW
2016,11,8,14,NW
2016,11,8,15,NW
2016,11,8,16,NW
2016,11,8,17,NW
2016,11,8,18,NW
2016,11,8,19,NW
2016,11,8,20,NW
2016,11,8,21,NW
2016,11,8,22,NW
2016,11,8,23,NW
2016,11,9,0,NW
2016,11,9,1,NW
2016,11,9,2,NW
2016,11,9,3,NW
2016,11,9,4,NW
2016,11,9,5,NW
2016,11,9,6,NW
2016,11,9,7,NW
2016,11,9,8,NW
2016,11,9,9,NW
2016,11,9,10,NW
2016,11,9,11,NW
2016,11,9,12,NW
2016,11,9,13,NW
2016,11,9,14,NW
2016,11,9,15,NW
2016,11,9,16,NW
2016,11,9,17,NW
2016,11,9,18,NW
2016,11,9,19,NW
2016,11,9,20,NW
2016,11,9,21,NW
2016,11,9,22,NW
2016,11,9,23,NW
2016,11,10,0,NW
2016,11,10,1,NW
2016,11,10,2,NW
2016,11,10,3,NW
2016,11,10,4,NW
2016,11,10,5,NW
2016,11,10,6,NW
2016,11,10,7,NW
2016,11,10,8,NW
2016,11,10,9,NW
2016,11,10,10,NW
2016,11,10,11,NW
2016,11,10,12,NW
2016,11,10,13,NW
2016,11,10,14,NW
2016,11,10,15,NW
2016,11,10,16,NW
2016,11,10,17,NW
2016,11,10,18,NW
2016,11,10,19,NW
2016,11,10,20,NW
2016,11,10,21,NW
2016,11,10,22,NW
2016,11,10,23,NW
2016,11,11,0,NW
2016,11,11,1,NW
2016,11,11,2,NW
2016,11,11,3,NW
2016,11,11,4,NW
2016,11,11,5,NW
2016,11,11,6,NW
2016,11,11,7,NW
2016,11,11,8,NW
2016,11,11,9,NW
2016,11,11,10,NW
2016,11,11,11,NW
2016,11,11,12,NW
2016,11,11,13,NW
2016,11,11,14,NW
2016,11,11,15,NW
2016,11,11,16,NW
2016,11,11,17,NW
2016,11,11,18,NW
2016,11,11,19,NW
2016,11,11,20,NW
2016,11,11,21,NW
2016,11,11,22,NW
2016,11,11,23,NW
2016,11,12,0,NW
2016,11,12,1,NW
2016,11,12,2,NW
2016,11,12,3,NW
2016,11,12,4,NW
2016,11,12,5,NW
2016,11,12,6,NW
2016,11,12,7,NW
2016,11,12,8,NW
2016,11,12,9,NW
2016,11,12,10,NW
2016,11,12,11,NW
2016,11,12,12,NW
2016,11,12,13,NW
2016,11,12,14,NW
2016,11,12,15,NW
2016,11,12,16,NW
2016,11,12,17,NW
2016,11,12,18,NW
2016,11,12,19,NW
2016,11,12,20,NW
2016,11,12,21,NW
2016,11,12,22,NW
2016,11,12,23,NW
2016,11,13,0,NW
2016,11,13,1,NW
2016,11,13,2,NW
2016,11,13,3,NW
2016,11,13,4,NW
2016,11,13,5,NW
2016,11,13,6,NW
2016,11,13,7,NW
2016,11,13,8,NW
2016,11,13,9,NW
2016,11,13,10,NW
2016,11,13,11,NW
2016,11,13,12,NW
2016,11,13,13,NW
2016,11,13,14,NW
2016,11,13,15,NW
2016,11,13,16,NW
2016,11,13,17,NW
2016,11,13,18,NW
2016,11,13,19,NW
2016,11,13,20,NW
2016,11,13,21,NW
2016,11,13,22,NW
2016,11,13,23,NW
2016,11,14,0,NW
2016,11,14,1,NW
2016,11,14,2,NW
2016,11,14,3,NW
2016,11,14,4,NW
2016,11,14,5,NW
2016,11,14,6,NW
2016,11,14,7,NW
2016,11,14,8,NW
2016,11,14,9,NW
2016,11,14,10,NW
2016,11,14,11,NW
2016,11,14,12,NW
2016,11,14,13,NW
2016,11,14,14,NW
2016,11,14,15,NW
2016,11,14,16,NW
2016,11,14,17,NW
2016,11,14,18,NW
2016,11,14,19,NW
2016,11,14,20,NW
2016,11,14,21,NW
2016,11,14,22,NW
2016,11,14,23,NW
2016,11,15,0,NW
2016,11,15,1,NW
2016,11,15,2,NW
2016,11,15,3,NW
2016,11,15,4,NW
2016,11,15,5,NW
2016,11,15,6,NW
2016,11,15,7,NW
2016,11,15,8,NW
2016,11,15,9,NW
2016,11,15,10,NW
2016,11,15,11,NW
2016,11,15,12,NW
2016,11,15,13,NW
2016,11,15,14,NW
2016,11,15,15,NW
2016,11,15,16,NW
2016,11,15,17,NW
2016,11,15,18,NW
2016,11,15,19,NW
2016,11,15,20,NW
2016,11,15,21,NW
2016,11,15,22,NW
2016,11,15,23,NW
2016,11,16,0,NW
2016,11,16,1,NW
2016,11,16,2,NW
2016,11,16,3,NW
2016,11,16,4,NW
2016,11,16,5,NW
2016,11,16,6,NW
2016,11,16,7,NW
2016,11,16,8,NW
2016,11,16,9,NW
2016,11,16,10,NW
2016,11,16,11,NW
2016,11,16,12,NW
2016,11,16,13,NW
2016,11,16,14,NW
2016,11,16,15,NW
2016,11,16,16,NW
2016,11,16,17,NW
2016,11,16,18,NW
2016,11,16,19,NW
2016,11,16,20,NW
2016,11,16,21,NW
2016,11,16,22,NW
2016,11,16,23,NW
2016,11,17,0,NW
2016,11,17,1,NW
2016,11,17,2,NW
2016,11,17,3,NW
2016,11,17,4,NW
2016,11,17,5,NW
2016,11,17,6,NW
2016,11,17,7,NW
2016,11,17,8,NW
2016,11,17,9,NW
2016,11,17,10,NW
2016,11,17,11,NW
2016,11,17,12,NW
2016,11,17,13,NW
2016,11,17,14,NW
2016,11,17,15,NW
2016,11,17,16,NW
2016,11,17,17,NW
2016,11,17,18,NW
2016,11,17,19,NW
2016,11,17,20,NW
2016,11,17,21,NW
2016,11,17,22,NW
2016,11,17,23,NW
2016,11,18,0,NW
2016,11,18,1,NW
2016,11,18,2,NW
2016,11,18,3,NW
2016,11,18,4,NW
2016,11,18,5,NW
2016,11,18,6,NW
2016,11,18,7,NW
2016,11,18,8,NW
2016,11,18,9,NW
2016,11,18,10,NW
2016,11,18,11,NW
2016,11,18,12,NW
2016,11,18,13,NW
2016,11,18,14,NW
2016,11,18,15,NW
2016,11,18,16,NW
2016,11,18,17,NW
2016,11,18,18,NW
2016,11,18,19,NW
2016,11,18,20,NW
2016,11,18,21,NW
2016,11,18,22,NW
2016,11,18,23,NW
2016,11,19,0,NW
2016,11,19,1,NW
2016,11,19,2,NW
2016,11,19,3,NW
2016,11,19,4,NW
2016,11,19,5,NW
2016,11,19,6,NW
2016,11,19,7,NW
2016,11,19,8,NW
2016,11,19,9,NW
2016,11,19,10,NW
2016,11,19,11,NW
2016,11,19,12,NW
2016,11,19,13,NW
2016,11,19,14,NW
2016,11,19,15,NW
2016,11,19,16,NW
2016,11,19,17,NW
2016,11,19,18,NW
2016,11,19,19,NW
2016,11,19,20,NW
2016,11,19,21,NW
2016,11,19,22,NW
2016,11,19,23,NW
2016,11,20,0,NW
2016,11,20,1,NW
2016,11,20,2,NW
2016,11,20,3,NW
2016,11,20,4,NW
2016,11,20,5,NW
2016,11,20,6,NW
2016,11,20,7,NW
2016,11,20,8,NW
2016,11,20,9,NW
2016,11,20,10,NW
2016,11,20,11,NW
2016,11,20,12,NW
2016,11,20,13,NW
2016,11,20,14,NW
2016,11,20,15,NW
2016,11,20,16,NW
2016,11,20,17,NW
2016,11,20,18,NW
2016,11,20,19,NW
2016,11,20,20,NW
2016,11,20,21,NW
2016,11,20,22,NW
2016,11,20,23,NW
2016,11,21,0,NW
2016,11,21,1,NW
2016,11,21,2,NW
2016,11,21,3,NW
2016,11,21,4,NW
2016,11,21,5,NW
2016,11,21,6,NW
2016,11,21,7,NW
2016,11,21,8,NW
2016,11,21,9,NW
2016,11,21,10,NW
2016,11,21,11,NW
2016,11,21,12,NW
2016,11,21,13,NW
2016,11,21,14,NW
2016,11,21,15,NW
2016,11,21,16,NW
2016,11,21,17,NW
2016,11,21,18,NW
2016,11,21,19,NW
2016,11,21,20,NW
2016,11,21,21,NW
2016,11,21,22,NW
2016,11,21,23,NW
2016,11,22,0,NW
2016,11,22,1,NW
2016,11,22,2,NW
2016,11,22,3,NW
2016,11,22,4,NW
2016,11,22,5,NW
2016,11,22,6,NW
2016,11,22,7,NW
2016,11,22,8,NW
2016,11,22,9,NW
2016,11,22,10,NW
2016,11,22,11,NW
2016,11,22,12,NW
2016,11,22,13,NW
2016,11,22,14,NW
2016,11,22,15,NW
2016,11,22,16,NW
2016,11,22,17,NW
2016,11,22,18,NW
2016,11,22,19,NW
2016,11,22,20,NW
2016,11,22,21,NW
2016,11,22,22,NW
2016,11,22,23,NW
2016,11,23,0,NW
2016,11,23,1,NW
2016,11,23,2,NW
2016,11,23,3,NW
2016,11,23,4,NW
2016,11,23,5,NW
2016,11,23,6,NW
2016,11,23,7,NW
2016,11,23,8,NW
